timestamp,model,Training Loss,Epoch,Step,Validation Loss,Accuracy,F1,model_path,samples_per_s,steps_per_s,colab,per_device_train_batch_size,per_device_eval_batch_size,split,target_map,binary
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.41,3.0,3342,0.644,0.75,0.553,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.323,4.0,4456,1.054,0.709,0.539,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.221,5.0,5570,1.763,0.587,0.471,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.15,6.0,6684,1.559,0.693,0.528,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.094,7.0,7798,1.718,0.66,0.51,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.077,8.0,8912,1.783,0.687,0.524,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.055,9.0,10026,1.805,0.693,0.528,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-32,cardiffnlp/twitter-roberta-base-sentiment-latest,0.049,10.0,11140,1.899,0.683,0.525,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-32,93.517,11.692,False,8,64,"(0.9, 0.1, 'balanced')","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.938,1.0,285,1.134,0.466,0.375,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.608,2.0,570,1.358,0.537,0.406,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.342,3.0,855,2.105,0.579,0.417,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.18,4.0,1140,3.029,0.546,0.407,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.097,5.0,1425,2.92,0.559,0.411,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.04,6.0,1710,3.278,0.587,0.425,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.02,7.0,1995,4.248,0.509,0.393,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.01,8.0,2280,3.746,0.571,0.421,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.009,9.0,2565,3.865,0.567,0.418,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_16-48,cardiffnlp/twitter-roberta-base-sentiment-latest,0.001,10.0,2850,3.955,0.562,0.416,output/models/cardiffnlp/twitter-roberta-base-sentiment-latest_2024-04-08_16-48,23.485,2.936,False,8,64,"(0.9, 0.1, 'balanced')","{'Negative': 0, 'No_pathos': 1, 'Positive': 2}",False
2024-04-08_20-26,michellejieli/emotion_text_classifier,0.583,1.0,1559,0.469,0.793,0.739,output/models/michellejieli/emotion_text_classifier_2024-04-08_20-26,128.725,16.093,False,8,64,"(0.8, 0.1, 0.1)","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_20-26,michellejieli/emotion_text_classifier,0.488,2.0,3118,0.331,0.871,0.85,output/models/michellejieli/emotion_text_classifier_2024-04-08_20-26,128.725,16.093,False,8,64,"(0.8, 0.1, 0.1)","{'Pathos': 0, 'No_pathos': 1}",True
2024-04-08_20-26,michellejieli/emotion_text_classifier,0.37,3.0,4677,0.235,0.92,0.906,output/models/michellejieli/emotion_text_classifier_2024-04-08_20-26,128.725,16.093,False,8,64,"(0.8, 0.1, 0.1)","{'Pathos': 0, 'No_pathos': 1}",True
